DATE,ADDRESS,CITY,STATE,POSTAL,AGENT,BROKER,PRICE,LATITUDE,LONGITUDE
10-09-2025,9 - 5 SAN ROMANO WAY,Toronto (Black Creek),Ontario,M3N2Y4,ARLENE MARQUES,EXP REALTY,"$389,900.00",43.7585259,-79.5151132
